text,label
i had askd u a question some hours before  its answer,1
new car and house for my parents   i have only new job in hand  ,1
i havent add ü yet right   ,1
what happen dear  why you silent  i am tensed,1
by the way   rencontre  is to meet again  mountains dont    ,1
what u talking bout early morning  it s almost noon where your at ,1
he like not v shock leh  cos telling shuhui is like telling leona also  like dat almost all know liao  he got ask me abt ur reaction lor ,1
talk with yourself atleast once in a day       otherwise you will miss your best friend in this world        shakespeare  shesil   lt   gt ,1
don t look back at the building because you have no coat and i don t want you to get more sick  just hurry home and wear a coat to the gym   ,1
so what about you  what do you remember,1
i know but you need to get hotel now  i just got my invitation but i had to apologise  cali is to sweet for me to come to some english bloke s weddin,1
urgent  your mobile number has been awarded a  ukp 2000 prize guaranteed  call 09061790125 from landline  claim 3030  valid 12hrs only 150ppm,0
i calls you later  afternoon onwords mtnl service get problem in south mumbai  i can hear you but you cann t listen me ,1
okey dokey  i‘ll be over in a bit just sorting some stuff out ,1
leave it  u will always be ignorant ,1
dear voucher holder have your next meal on us  use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp //www vouch4me com/etlp/dining asp,0
oh shut it  omg yesterday i had a dream that i had 2 kids both boys  i was so pissed  not only about the kids but them being boys  i even told mark in my dream that he was changing diapers cause i m not getting owed in the face ,1
yup    i havent been there before    you want to go for the yoga  i can call up to book ,1
it could work  we ll reach a consensus at the next meeting,1
not yet chikku  wat abt u ,1
lol for real  she told my dad i have cancer,1
i had askd u a question some hours before  its answer,1
i am in tirupur   call you da ,1
i thought i d get him a watch  just cos thats the kind of thing u get4an18th  and he loves so much ,1
sweetheart  hope you are not having that kind of day  have one with loads of reasons to smile  biola,1
7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st  ur lovely friendship     good morning dear,1
each moment in a day has its own value morning brings hope afternoon brings faith evening brings luv night brings rest wish u find them all today good morning,1
win a year supply of cds 4 a store of ur choice worth £500   enter our £100 weekly draw txt music to 87066 ts cs www ldew com subs16 1win150ppmx3,0
ok ok ok  then  whats ur todays plan,1
probably  want to pick up more ,1
neither  in sterm voice    i m studying  all fine with me  not sure the  thing will be resolved  tho  anyway  have a fab hols,1
dude while were makin those weirdy brownies my sister made awesome cookies  i took pics ,1
i though we shd go out n have some fun so bar in town or something – sound ok ,1
do u konw waht is rael friendship im gving yuo an exmpel  jsut ese tihs msg   evrey splleing of tihs msg is wrnog   bt sitll yuo can raed it wihtuot ayn mitsake   goodnight  amp  have a nice sleep  sweet dreams  ,1
when u wana see it then,1
then any special there ,1
as a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts,0
freemsg fav xmas tones reply real,0
awesome  text me when you re restocked,1
i love working from home   ,1
have a good trip  watch out for   remember when you get back we must decide about easter ,1
no got new job at bar in airport on satsgettin 4 47per hour but means no lie in  keep in touch,1
nothin comes to my mind  ü help me buy hanger lor  ur laptop not heavy ,1
i love your ass  do you enjoy doggy style    ,1
hi   where are you  we re at  and they re not keen to go out i kind of am but feel i shouldn t so can we go out tomo  don t mind do you ,1
haha awesome  omw back now then,1
tell me something  thats okay ,1
i m done   ,1
i am in escape theatre now    going to watch kavalan in a few minutes,1
important information 4 orange user   today is your lucky day 2find out why log onto http //www urawinner com there s a fantastic surprise awaiting you ,0
my mobile number pls sms ur mail id convey regards to achan amma rakhesh qatar,1
hey chief  can you give me a bell when you get this  need to talk to you about this royal visit on the 1st june  ,1
good morning my dear            have a great  amp  successful day ,1
mind blastin   no more tsunamis will occur from now on   rajnikant stopped swimming in indian ocean    d,1
chinatown got porridge  claypot rice  yam cake  fishhead beehoon    either we eat cheap den go cafe n tok or go nydc or somethin   ,1
don t b floppy    b snappy   happy  only gay chat service with photo upload call 08718730666  10p/min   2 stop our texts call 08712460324,0
ok  how many should i buy ,1
send me your resume   ,1
hhahhaahahah rofl wtf nig was leonardo in your room or something,1
orh i tot u say she now still dun believe ,1
my uncles in atlanta  wish you guys a great semester ,1
congratulations ur awarded 500 of cd vouchers or 125gift guaranteed   free entry 2 100 wkly draw txt music to 87066,0
jus finish bathing   ,1
its ok chikku  and its my 1 of favourite song     ,1
living is very simple   loving is also simple   laughing is too simple   winning is tooo simple   but  being  simple  is very difficult          ,1
ever green quote ever told by jerry in cartoon  a person who irritates u always is the one who loves u vry much but fails to express it                 gud nyt,1
i can  but it will tell quite long  cos i haven t finish my film yet   ,1
ya ok  then had dinner ,1
my darling sister  how are you doing  when s school resuming  is there a minimum wait period before you reapply  do take care,1
  will be september by then ,1
am on the uworld site  am i buying the qbank only or am i buying it with the self assessment also ,1
nope watching tv at home    not going out  v bored   ,1
that s the trouble with classes that go well   you re due a dodgey one … expecting mine tomo  see you for recovery  same time  same place ,1
yeah jay s sort of a fucking retard,1
hi babe its jordan  how r u  im home from abroad and lonely  text me back if u wanna chat xxsp visionsms com text stop to stopcost 150p 08712400603,0
nice line said by a broken heart  plz don t cum 1 more times infront of me    other wise once again i ll trust u    good 9t  ,1
oh yeah i forgot  u can only take 2 out shopping at once ,1
urgent  please call 0906346330  your abta complimentary 4  spanish holiday or £10 000 cash await collection sae t cs box 47 po19 2ez 150ppm 18 ,0
i dont have any of your file in my bag  i was in work when you called me i  ll tell you if i find anything in my room ,1
company is very good environment is terrific and food is really nice  ,1
whens your radio show ,1
mmmmm     i loved waking to your words this morning   i miss you too  my love  i hope your day goes well and you are happy  i wait for us to be together again,1
reading gud habit   nan bari hudgi yorge pataistha ertini kano   ,1
yep get with the program  you re slacking ,1
happy birthday to you    dear with lots of love rakhesh nri,1
1  go to write msg 2  put on dictionary mode 3 cover the screen with hand  4 press   lt   gt    5 gently remove ur hand   its interesting    ,1
wish i were with you now ,1
sorry i missed you babe  i was up late and slept in  i hope you enjoy your driving lesson  boytoy  i miss you too      teasing kiss ,1
hm good morning  headache anyone     ,1
same here  but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don t matter,1
message some text missing  sender name missing   number missing  sent date missing  missing u a lot thats y everything is missing sent via fullonsms com,1
yetunde i m in class can you not run water on it to make it ok  pls now ,1
sweet  we may or may not go to 4u to meet carlos so gauge patty s interest in that,1
from www applausestore com monthlysubscription 50p/msg max6/month t csc web age16 2stop txt stop,0
no gifts   you trying to get me to throw myself off a cliff or something ,1
sorry  i ll call later,1
so gd got free ice cream    i oso wan   ,1
r u sure they ll understand that  wine   good idea just had a slurp ,1
here got lots of hair dresser fr china ,1
she told to hr that he want posting in chennai  because i m working here  ,1
yes  gauti and sehwag out of odi series ,1
where to get those ,1
the fact that you re cleaning shows you know why i m upset  your priority is constantly  what i want to do   not  what i need to do  ,1
i want to grasp your pretty booty   ,1
now get step 2 outta the way  congrats again ,1
buzzzz   grins  did i buzz your ass  buzz your chest   buzz your cock   where do you keep your phone   is the vibrator on   did you feel it shake  ,1
say this slowly   god i love you  amp  i need you clean my heart with your blood send this to ten special people  amp  u c miracle tomorrow  do it pls pls do it   ,1
ok i vl  do u know i got adsense approved  ,1
yep  by the pretty sculpture,1
er mw im filled tuth is aight,1
that means you got an a in epi  she s fine  she s here now ,1
no let me do the math  your not good at it ,1
thinking of u    x,1
hey there  glad u r better now  i hear u treated urself to a digi cam  is it good  we r off at 9pm  have a fab new year  c u in coupla wks ,1
aight do you still want to get money,1
better  made up for friday and stuffed myself like a pig yesterday  now i feel bleh  but at least its not writhing pain kind of bleh ,1
me too watching surya movie only     after 6 pm vijay movie pokkiri,1
haha awesome  be there in a minute,1
its ok  if anybody asks abt me  u tel them    p,1
how are you  wish you a great semester,1
will you like to be spoiled    ,1
ooooooh i forgot to tell u i can get on yoville on my phone,1
aight we can pick some up  you open before tonight ,1
u can win £100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www ldew com skillgame 1winaweek  age16 150ppermesssubscription,0
that s one of the issues but california is okay  no snow so its manageable,1
your account has been credited with 500 free text messages  to activate  just txt the word  credit to no  80488 t cs www 80488 biz,0
u can call now   ,1
would really appreciate if you call me  just need someone to talk to ,1
lemme know when you re here,1
3 free tarot texts  find out about your love life now  try 3 for free  text chance to 85555 16 only  after 3 free  msgs £1 50 each,0
call from 08702490080   tells u 2 call 09066358152 to claim £5000 prize  u have 2 enter all ur mobile   personal details   the prompts  careful ,0
how r ü going to send it to me ,1
there s someone here that has a year   lt   gt   toyota camry like mr olayiwola s own  mileage is   lt   gt  k its clean but i need to know how much will it sell for  if i can raise the dough for it how soon after landing will it sell  holla back ,1
cool  we will have fun practicing making babies ,1
i don t think so  you don t need to be going out that late on a school night  especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday,1
aight  you close by or still down around alex s place ,1
good morning princess  how are you ,1
watching ajith film ah ,1
i have no idea where you are,1
buy space invaders 4 a chance 2 win orig arcade game console  press 0 for games arcade  std wap charge  see o2 co uk/games 4 terms   settings  no purchase,0
that s what i love to hear  v see you sundayish  then,1
urgent  call 09066350750 from your landline  your complimentary 4  ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150 ppm 18 ,0
no my blankets are sufficient  thx,1
we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705,0
i just lov this line   hurt me with the truth  i don t mind i wil tolerat bcs ur my someone      but  never comfort me with a lie  gud ni8 and sweet dreams,1
wait   i will msg after   lt   gt   min ,1
he says he ll give me a call when his friend s got the money but that he s definitely buying before the end of the week,1
hi  can i please get a   lt   gt   dollar loan from you  i ll pay you back by mid february  pls ,1
r ü comin back for dinner ,1
me too baby  i promise to treat you well  i bet you will take good care of me   ,1
dear dave this is your final notice to collect your 4  tenerife holiday or  5000 cash award  call 09061743806 from landline  tcs sae box326 cw25wx 150ppm,0
company is very good environment is terrific and food is really nice  ,1
jay is snickering and tells me that x is totally fucking up the chords as we speak,1
hello baby  did you get back to your mom s   are you setting up the computer now   filling your belly   how goes it loverboy   i miss you already      sighs ,1
i think you should go the honesty road  call the bank tomorrow  its the tough decisions that make us great people ,1
what should i eat fo lunch senor,1
these won t do  have to move on to morphine,1
jus came back fr lunch wif my sis only  u leh ,1
oh ya    got hip hop open  haha i was thinking can go for jazz then zoom to cine    actually tonight i m free leh    and there s a kb lesson tonight,1
  how s things  just a quick question ,1
send me yetty s number pls ,1
ok  i only ask abt e movie  u wan ktv oso ,1
wot u up 2 j ,1
no need lar i go engin  cos my sis at arts today   ,1
2 and half years i missed your friendship   ,1
total video converter free download type this in google search  ,1
i ll be in sch fr 4 6    i dun haf da book in sch    it s at home   ,1
i wont get concentration dear you know you are my mind and everything    ,1
oh yes  why is it like torture watching england ,1
hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate,1
i know you are thinkin malaria  but relax  children cant handle malaria  she would have been worse and its gastroenteritis  if she takes enough to replace her loss her temp will reduce  and if you give her malaria meds now she will just vomit  its a self limiting illness she has which means in a few days it will completely stop,1
today is sorry day   if ever i was angry with you  if ever i misbehaved or hurt you  plz plz just slap urself bcoz  its ur fault  i m basically good,1
ha ha cool cool chikku chikku     db  ,1
ps u no ur a grown up now right ,1
as i entered my cabin my pa said     happy b day boss       i felt special  she askd me 4 lunch  after lunch she invited me to her apartment  we went there ,1
merry christmas to u too annie ,1
oh god i am happy to see your message after 3 days,1
hottest pics straight to your phone   see me getting wet and wanting  just for you xx text pics to 89555 now  txt costs 150p textoperator g696ga 18 xxx,0
i got another job  the one at the hospital doing data analysis or something  starts on monday  not sure when my thesis will got finished,1
nope  meanwhile she talk say make i greet you ,1
so ü pay first lar    then when is da stock comin   ,1
cos daddy arranging time c wat time fetch ü mah   ,1
for ur chance to win a £250 cash every wk txt  action to 80608  t s c s www movietrivia tv custcare 08712405022  1x150p/wk,0
how s it going  got any exciting karaoke type activities planned  i m debating whether to play football this eve  feeling lazy though ,1
i wish u were here  i feel so alone,1
no   am working on the ringing u thing but have whole houseful of screaming brats so   am pulling my hair out  loving u,1
have your lunch and come quickly and open the door  ,1
new theory  argument wins d situation  but loses the person  so dont argue with ur friends just         kick them  amp  say  i m always correct  ,1
is there coming friday is leave for pongal do you get any news from your work place ,1
ok lor ,1
going thru a very different feeling wavering decisions and coping up with the same is the same individual time will heal everything i believe ,1
once free call me sir  i am waiting for you ,1
yes i started to send requests to make it but pain came back so i m back in bed  double coins at the factory too  i gotta cash in all my nitros ,1
for sale   arsenal dartboard  good condition but no doubles or trebles ,0
ugh my leg hurts  musta overdid it on mon ,1
wen u miss someone  the person is definitely special for u      but if the person is so special  why to miss them  just keep in touch gdeve  ,1
pansy  you ve been living in a jungle for two years  its my driving you should be more worried about ,1
great  never been better  each day gives even more reasons to thank god,1
home so we can always chat,1
aight  see you in a bit,1
oh  yes  i ve just been a little under the weather so i ve kind of been coccooning at home,1
helloooo    wake up     sweet   morning   welcomes   you   enjoy   this day   with full of joy     gud mrng  ,1
u are subscribed to the best mobile content service in the uk for £3 per ten days until you send stop to 83435  helpline 08706091795 ,0
i don t know  same thing that s wrong everyso often  he panicks starts goin on bout not bein good enough …,1
yes  here tv is always available in work place  ,1
had your mobile 10 mths  update to latest orange camera/video phones for free  save £s with free texts/weekend calls  text yes for a callback orno to opt out,0
gud mrng dear have a nice day,1
wanna do some art    d,1
thanks for your ringtone order  ref number r836  your mobile will be charged £4 50  should your tone not arrive please call customer services on 09065069154,0
bored housewives  chat n date now  0871750 77 11  bt national rate 10p/min only from landlines ,0
whom you waited for yesterday,1
then mum s repent how ,1
what about this one then ,1
velly good  yes please ,1
well she s in for a big surprise ,1
i probably won t eat at all today  i think i m gonna pop  how was your weekend  did u miss me ,1
he dint tell anything  he is angry on me that why you told to abi ,1
yes ammae    life takes lot of turns you can only sit and try to hold the steering   ,1
no 1 polyphonic tone 4 ur mob every week  just txt pt2 to 87575  1st tone free   so get txtin now and tell ur friends  150p/tone  16 reply hl 4info,0
what i mean was i left too early to check  cos i m working a 9 6 ,1
happy new year my dear brother  i really do miss you  just got your number and decided to send you this text wishing you only happiness  abiola,1
package all your programs well,1
in the simpsons movie released in july 2007 name the band that died at the start of the film  a green day  b blue day  c red day   send a  b or c ,0
sorry  i ll call later,1
i ll hand her my phone to chat wit u,1
i sent lanre fakeye s eckankar details to the mail box,1
mila  age23  blonde  new in uk  i look sex with uk guys  if u like fun with me  text mtalk to 69866 18   30pp/txt 1st 5free  £1 50 increments  help08718728876,0
how do friends help us in problems  they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem,1
i wanted to ask ü to wait 4 me to finish lect  cos my lect finishes in an hour anyway ,1
here got ur favorite oyster    n got my favorite sashimi    ok lar i dun say already    wait ur stomach start rumbling   ,1
bull  your plan was to go floating off to ikea with me without a care in the world  so i have to live with your mess another day ,1
ill b down soon,1
nice nice how is it working ,1
 gonna let me know cos comes bak from holiday that day   is coming  don t4get2text me  number  ,1
can i please come up now imin town dontmatter if urgoin outl8r just reallyneed 2docd please dontplease dontignore mycalls u no thecd isv important tome 4 2moro,1
k  if u bored up just come to my home  ,1
you got job in wipro  you will get every thing in life in 2 or 3 years ,1
free message activate your 500 free text messages by replying to this message with the word free for terms   conditions  visit www 07781482378 com,0
free top ringtone  sub to weekly ringtone get 1st week free send subpoly to 81618  3 per week stop sms 08718727870,0
haha but no money leh    later got to go for tuition    haha and looking for empty slots for driving lessons,1
i cant pick the phone right now  pls send a message,1
in which place do you want da ,1
hmmm     i thought we said 2 hours slave  not 3     you are late     how should i punish you  ,1
but that s on ebay it might be less elsewhere ,1
shall i come to get pickle,1
will you be here for food,1
hey i ve booked the pilates and yoga lesson already    haha,1
so that takes away some money worries,1
neshanth  tel me who r u ,1
urgent  your mobile no 07xxxxxxxxx won a £2 000 bonus caller prize on 02/06/03  this is the 2nd attempt to reach you  call 09066362231 asap  box97n7qp  150ppm,0
c movie is juz last minute decision mah  juz watch 2 lar but i tot ü not interested ,1
that means get the door,1
hellogorgeous  hows u  my fone was on charge lst nitw wen u texd me  hopeu ad a nice wkend as im sure u did lookin 4ward 2 c in u 2mrw luv jaz,1
yeah  probably earlier than that,1
pete is this your phone still  its jenny from college and leanne what are you up to now   ,1
ok   ü finishing soon ,1
thats cool  sometimes slow and gentle  sonetimes rough and hard   ,1
i have gone into get info bt dont know what to do,1
please protect yourself from e threats  sib never asks for sensitive information like passwords atm/sms pin thru email  never share your password with anybody ,1
wat uniform  in where get ,1
dip s cell dead  so i m coming with him  u better respond else we shall come back ,1
come to medical college at 7pm       forward it da,1
goodo  yes we must speak friday   egg potato ratio for tortilla needed  ,1
you could have seen me  i did t recognise you face   ,1
we ll join the   lt   gt   bus,1
prabha  i m soryda  realy  frm heart i m sory,1
we will meet soon princess  ttyl ,1
rt king pro video club   need help  info ringtoneking co uk or call 08701237397 you must be 16  club credits redeemable at www ringtoneking co uk  enjoy ,0
hi harish s rent has been transfred to ur acnt ,1
i know you mood off today,1
urgent  we are trying to contact u  todays draw shows that you have won a £800 prize guaranteed  call 09050001808 from land line  claim m95  valid12hrs only,0
great  how is the office today ,1
u wake up already  wat u doing  u picking us up later rite  i m taking sq825  reaching ard 7 smth 8 like dat  u can check e arrival time  c ya soon   ,1
i realise you are a busy guy and i m trying not to be a bother  i have to get some exams outta the way and then try the cars  do have a gr8 day,1
well welp is sort of a semiobscure internet thing,1
change windows logoff sound  ,1
i m an actor  when i work  i work in the evening and sleep late  since i m unemployed at the moment  i always sleep late  when you re unemployed  every day is saturday ,1
yes  here tv is always available in work place  ,1
o was not into fps then ,1
i just cooked a rather nice salmon a la you,1
huh so slow i tot u reach long ago liao    u 2 more days only i 4 more leh   ,1
i know a few people i can hit up and fuck to the yes,1
i m vivek  i got call from your number ,1
you in your room  i need a few,1
you can jot down things you want to remember later ,1
many more happy returns of the day  i wish you happy birthday ,1
lol  u drunkard  just doing my hair at d moment  yeah still up 4 tonight  wats the plan  ,1
yes i thought so  thanks ,1
to the wonderful okors  have a great month  we cherish you guys and wish you well each day  mojibiola,1
urgent  your mobile number has been awarded with a £2000 prize guaranteed  call 09061790126 from land line  claim 3030  valid 12hrs only 150ppm,0
if you don t respond imma assume you re still asleep and imma start calling n shit,1
sorry about that this is my mates phone and i didnt write it love kate,1
dear u ve been invited to xchat  this is our final attempt to contact u  txt chat to 86688 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18 yrs,0
lol ok  i ll snatch her purse too ,1
how much it will cost approx   per month ,1
you available now  i m like right around hillsborough  amp    lt   gt  th,1
monthly password for wap  mobsi com is 391784  use your wap phone not pc ,0
good afternoon sunshine  how dawns that day   are we refreshed and happy to be alive  do we breathe in the air and smile   i think of you  my love     as always,1
o shore are you takin the bus,1
get down in gandhipuram and walk to cross cut road  right side  lt   gt  street road and turn at first right ,1
no but the bluray player can,1
freemsg why haven t you replied to my text  i m randy  sexy  female and live local  luv to hear from u  netcollex ltd 08700621170150p per msg reply stop to end,0
taka lor  wat time u wan 2 come n look 4 us ,1
so i asked how s anthony  dad  and your bf,1
i can t speak  bcaz mobile have problem  i can listen you but you cann t listen my voice  so i calls you later ,1
all was well until slightly disastrous class this pm with my fav darlings  hope day off ok  coffee wld be good as can t stay late tomorrow  same time   place as always ,1
no i m not  i can t give you everything you want and need  you actually could do better for yourself on yor own  you ve got more money than i do  i can t get work  i can t get a man  i can t pay the rent  i can t even fill my fucking gas tank  yes  i m stressed and depressed  i didn t even call home for thanksgiving cuz i ll have to tell them i m up to nothing ,1
for real when u getting on yo  i only need 2 more tickets and one more jacket and i m done  i already used all my multis ,1
urgent  call 09066350750 from your landline  your complimentary 4  ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150 ppm 18  ,0
can not use foreign stamps in this country  good lecture  ,1
mode men or have you left ,1
i was just callin to say hi  take care bruv ,1
yo my trip got postponed  you still stocked up ,1
reply to win £100 weekly  what professional sport does tiger woods play  send stop to 87239 to end service,0
this is the 2nd time we have tried to contact u  u have won the £400 prize  2 claim is easy  just call 087104711148 now  only 10p per minute  bt national rate,0
i know i m lacking on most of this particular dramastorm s details but for the most part i m not worried about that,1
just finished eating  got u a plate  not leftovers this time ,1
stop the story  i ve told him i ve returned it and he s saying i should not re order it ,1
purity of friendship between two is not about smiling after reading the forwarded message  its about smiling just by seeing the name  gud evng,1
does not operate after   lt   gt   or what,1
hot live fantasies call now 08707509020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 is a national rate call,0
hi ya babe x u 4goten bout me   scammers getting smart  though this is a regular vodafone no  if you respond you get further prem rate msg/subscription  other nos used also  beware ,0
i ll get there at 3  unless you guys want me to come some time sooner,1
no no  i will check all rooms befor activities,1
rose for red red for blood blood for heart heart for u  but u for me     send tis to all ur friends   including me   if u like me   if u get back  1 u r poor in relation  2 u need some 1 to support 3 u r frnd 2 many 4 some1 luvs u 5   some1 is praying god to marry u     try it    ,1
faith makes things possible hope makes things work love makes things beautiful may you have all three this christmas merry christmas ,1
haha  my friend tyler literally just asked if you could get him a dubsack,1
k  i ll work something out,1
hmm   bad news   hype park plaza  700 studio taken   only left 2 bedrm  900   ,1
okay lor    wah    like that def they wont let us go    haha    what did they say in the terms and conditions ,1
i agree  so i can stop thinkin about ipad  can you please ask macho the same question ,1
everybody had fun this evening  miss you ,1
i ve got it down to a tea  not sure which flavour,1
urgent  we are trying to contact u  todays draw shows that you have won a £2000 prize guaranteed  call 09058094507 from land line  claim 3030  valid 12hrs only,0
i m at work  please call,1
urgent  your mobile number has been awarded with a £2000 prize guaranteed  call 09058094455 from land line  claim 3030  valid 12hrs only,0
hey so this sat are we going for the intro pilates only  or the kickboxing too  ,1
hi darlin its kate are u up for doin somethin tonight  im going to a pub called the swan or something with my parents for one drink so phone me if u can,1
think you sent the text to the home phone  that cant display texts  if you still want to send it his number is,1
wow  you re right  i didn t mean to do that  i guess once i gave up on boston men and changed my search location to nyc  something changed  cuz on my signin page it still says boston ,1
that s cool  i ll come by like   lt   gt  ish,1
s  but he had some luck 2 catches put down  ,1
heehee that was so funny tho,1
can you plz tell me the ans  bslvyl sent via fullonsms com,1
aathi  where are you dear  ,1
the battery is for mr adewale my uncle  aka egbon,1
fighting with the world is easy  u either win or lose bt fightng with some1 who is close to u is dificult if u lose   u lose if u win   u still lose ,1
sorry vikky  i m watching olave mandara movie kano in trishul theatre wit my frnds  ,1
i want to sent   lt   gt  mesages today  thats y  sorry if i hurts,1
i will come with karnan car  please wait till 6pm will directly goto doctor ,1
sounds better than my evening im just doing my costume  im not sure what time i finish tomorrow but i will txt you at the end ,1
there are no other charges after transfer charges and you can withdraw anyhow you like,1
i keep ten rs in my shelf   buy two egg ,1
doing project w frens lor  ,1
jolly good  by the way   will give u tickets for sat eve 7 30  speak before then x,1
also north carolina and texas atm  you would just go to the gre site and pay for the test results to be sent ,1
lol no  u can trust me ,1
am not working but am up to eyes in philosophy so will text u later when a bit more free for chat   ,1
r we going with the   lt   gt   bus ,1
more people are dogging in your area now  call 09090204448 and join like minded guys  why not arrange 1 yourself  there s 1 this evening  a£1 50 minapn ls278bb,0
sorry  i ll call later,1
back in brum  thanks for putting us up and keeping us all and happy  see you soon ,1
omg how did u know what i ate ,1
got meh    when ,1
boo what time u get out  u were supposed to take me shopping today    ,1
sorry  i ll call later ok bye,1
free message activate your 500 free text messages by replying to this message with the word free for terms   conditions  visit www 07781482378 com,0
u r a winner u ave been specially selected 2 receive £1000 cash or a 4  holiday  flights inc  speak to a live operator 2 claim 0871277810710p/min  18  ,0
hmmm   thk sure got time to hop ard    ya  can go 4 free abt    muz call u to discuss liao    ,1
refused a loan  secured or unsecured  can t get credit  call free now 0800 195 6669 or text back  help    we will ,0
no go  no openings for that room  til after thanksgiving without an upcharge ,1
hmmm  how many players selected ,1
dont flatter yourself    tell that man of mine two pints of carlin in ten minutes please     ,1
carlos says we can pick up from him later so yeah we re set,1
ill call you evening ill some ideas ,1
k  k  how about your training process ,1
yar he quite clever but aft many guesses lor  he got ask me 2 bring but i thk darren not so willing 2 go  aiya they thk leona still not attach wat ,1
your free ringtone is waiting to be collected  simply text the password  mix  to 85069 to verify  get usher and britney  fml  po box 5249  mk17 92h  450ppw 16,0
i am in a marriage function,1
becoz its   lt   gt   jan whn al the post ofice is in holiday so she cn go fr the post ofice   got it duffer,1
nope but i m going home now then go pump petrol lor    like going 2 rain soon   ,1
how much u trying to get ,1
yes i will be there  glad you made it ,1
    that s not v romantic ,1
i know complain num only  bettr directly go to bsnl offc nd apply for it  ,1
no i am not having not any movies in my laptop,1
sun ah    thk mayb can if dun have anythin on    thk have to book e lesson    e pilates is at orchard mrt u noe hor     ,1
the whole car appreciated the last two  dad and are having a map reading semi argument but apart from that things are going ok  p ,1
what s the significance ,1
i m on the bus  love you,1
and that s fine  i got enough bud to last most of the night at least,1
i am seeking a lady in the street and a freak in the sheets  is that you ,1
edison has rightly said   a fool can ask more questions than a wise man can answer  now you know why all of us are speechless during viva   gm gn ge gnt   ,1
me  i dont know again oh,1
you have got tallent but you are wasting ,1
i am literally in bed and have been up for like   lt   gt   hours,1
a boy was late 2 home  his father   power of frndship ,1
i told her i had a dr appt next week  she thinks i m gonna die  i told her its just a check  nothing to be worried about  but she didn t listen ,1
ee msg na poortiyagi odalebeku  hanumanji 7 name 1 hanuman 2 bajarangabali 3 maruti 4 pavanaputra 5 sankatmochan 6 ramaduth 7 mahaveer ee 7 name   lt   gt   janarige ivatte kalisidare next saturday olage ondu good news keluviri     maretare inde 1 dodda problum nalli siguviri idu matra   lt   gt    true   don t neglet ,1
4mths half price orange line rental   latest camera phones 4 free  had your phone 11mths   call mobilesdirect free on 08000938767 to update now  or2stoptxt,0
i m nt goin  got somethin on  unless they meetin 4 dinner lor    haha  i wonder who will go tis time   ,1
santa calling  would your little ones like a call from santa xmas eve  call 09058094583 to book your time ,0
wen ur lovable bcums angry wid u  dnt take it seriously   coz being angry is d most childish n true way of showing deep affection  care n luv    kettoda manda    have nice day da ,1
so no messages  had food ,1
yes  from last week itself i m taking live call ,1
todays voda numbers ending 7548 are selected to receive a  350 award  if you have a match please call 08712300220 quoting claim code 4041 standard rates app,0
oh wow thats gay  will firmware update help,1
or i go home first lar ü wait 4 me lor   i put down my stuff first  ,1
then why you not responding,1
you have registered sinco as payee  log in at icicibank com and enter urn   lt   gt   to confirm  beware of frauds  do not share or disclose urn to anyone ,1
we spend our days waiting for the ideal path to appear in front of us   but what we forget is    paths are made by walking   not by waiting    goodnight ,1
ok  can be later showing around 8 8 30 if you want   cld have drink before  wld prefer not to spend money on nosh if you don t mind  as doing that nxt wk ,1
tessy  pls do me a favor  pls convey my birthday wishes to nimya  pls dnt forget it  today is her birthday shijas,1
my sis is catching e show in e afternoon so i m not watching w her  so c u wan 2 watch today or tmr lor ,1
0a networks allow companies to bill for sms  so they are responsible for their  suppliers   just as a shop has to give a guarantee on what they sell  b  g ,0
how much i gave to you  morning ,1
i m in inside office  still filling forms don know when they leave me ,1
yup ok   ,1
good evening sir  al salam wahleykkum sharing a happy news by the grace of god  i got an offer from tayseer tissco and i joined hope you are fine inshah allah meet you sometime rakhesh visitor from india ,1
yo  howz u  girls never rang after india  l,1
i have 2 sleeping bags  1 blanket and paper and  phone details  anything else ,1
see  i knew giving you a break a few times woul lead to you always wanting to miss curfew  i was gonna gibe you  til one  but a midnight movie is not gonna get out til after 2  you need to come home  you need to getsleep and  if anything  you need to b studdying ear training ,1
just sleeping  and surfing,1
ahhhh   just woken up had a bad dream about u tho so i dont like u right now    i didnt know anything about comedy night but i guess im up for it ,1
yo theres no class tmrw right ,1
o  guess they both got screwd,1
5p 4 alfie moon s children in need song on ur mob  tell ur m8s  txt tone charity to 8007 for nokias or poly charity for polys  zed 08701417012 profit 2 charity ,0
mine here like all fr china then so noisy ,1
reckon need to be in town by eightish to walk from   carpark ,1
si si  i think ill go make those oreo truffles ,1
